,person_id,mode_probs,amenity_probs,predict_mode_numeric,predict_amenity_numeric,income_group,household_size,vehicles,family_structure,age_group,target_amenity,target_mode,target_amenity_numeric,target_mode_numeric,predict_mode,predict_amenity
410,2.649239026375191e+17,[0.32 0.28 0.4 ],[0.15 0.25 0.55 0.05],2.0,2.0,Very High,2_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
411,1.7608321395707249e+19,[0.45 0.4  0.15],[0.42 0.15 0.41 0.02],0.0,0.0,Moderate,3_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Limited-Service Restaurants
412,3.06943338677911e+18,[0.45 0.55 0.  ],[0.1  0.3  0.55 0.05],1.0,1.0,Moderate,4_person,0,nonfamily_single,Adult,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Nonalcoholic Bars
413,1.6784186960703402e+19,[0.31 0.27 0.42],[0.32 0.07 0.45 0.16],2.0,0.0,Very High,2_person,2,nonfamily_single,Young Adult,Drinking Places,Walking,3.0,0,Car,Limited-Service Restaurants
415,1.2933953138261212e+18,[0.05 0.25 0.7 ],[0.1  0.16 0.68 0.06],1.0,2.0,Ultra High,1_person,1,living_alone,Elderly,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
416,1.0912428042833736e+19,[0.22 0.26 0.52],[0.35 0.08 0.55 0.02],2.0,2.0,Moderate,2_person,1,married_couple,Elderly,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
417,6.503278534520591e+18,[0.2  0.35 0.45],[0.35 0.08 0.55 0.02],1.0,0.0,Moderate,1_person,0,living_alone,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Limited-Service Restaurants
419,1.463277474706346e+19,[0.25 0.3  0.45],[0.15 0.25 0.55 0.05],2.0,2.0,Debt,6_person,3_plus,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
420,1.772615536483729e+19,[0.1  0.25 0.65],[0.17171717 0.08080808 0.72727273 0.02020202],2.0,2.0,Debt,4_person,1,family_single,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
421,6.114758671845469e+18,[0.32 0.54 0.14],[0.24752475 0.04950495 0.69306931 0.00990099],1.0,0.0,Low,7_plus_person,1,married_couple,Middle Age,Nonalcoholic Bars,Car,1.0,2,Public_transport,Limited-Service Restaurants
422,1.756928842080916e+19,[0.16 0.26 0.58],[0.22 0.04 0.68 0.06],2.0,2.0,Moderate,1_person,1,living_alone,Adult,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
423,5.512765613354818e+18,[0.55 0.25 0.2 ],[0.29 0.12 0.55 0.04],0.0,2.0,Moderate,4_person,3_plus,nonfamily_single,Young Adult,Drinking Places,Walking,3.0,0,Walking,Full-Service Restaurants
424,1.5523709141456804e+19,[0.25 0.3  0.45],[0.23232323 0.05050505 0.6969697  0.02020202],2.0,2.0,Low,2_person,1,married_couple,Middle Age,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
426,9.439905573704428e+18,[0.3 0.2 0.5],[0.24468085 0.11702128 0.55319149 0.08510638],2.0,2.0,High,1_person,1,living_alone,Adult,Drinking Places,Walking,3.0,0,Car,Full-Service Restaurants
428,9.097285853433025e+18,[0.2  0.35 0.45],[0.31 0.44 0.19 0.06],2.0,1.0,Moderate,3_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
429,1.656786037533317e+19,[0.2  0.25 0.55],[0.31632653 0.15306122 0.47959184 0.05102041],2.0,2.0,Moderate,2_person,1,nonfamily_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
431,1.821892022196098e+19,[0.3  0.15 0.55],[0.29 0.09 0.58 0.04],2.0,3.0,Ultra High,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Drinking Places
432,2.988417012049794e+18,[0.2  0.35 0.45],[0.31 0.08 0.56 0.05],0.0,0.0,Moderate,1_person,1,living_alone,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Limited-Service Restaurants
433,6.923206386112325e+18,[0.6 0.4 0. ],[0.2  0.15 0.65 0.  ],1.0,2.0,Low,1_person,0,living_alone,Elderly,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
434,3.817817463766346e+18,[0.1 0.7 0.2],[0.25 0.05 0.15 0.55],1.0,2.0,Low,1_person,0,living_alone,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
435,9.512408831448984e+18,[0.35 0.4  0.25],[0.275 0.25  0.375 0.1  ],1.0,0.0,High,2_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Limited-Service Restaurants
436,1.6414443213274614e+19,[0.33 0.29 0.38],[0.08 0.15 0.73 0.04],2.0,2.0,Ultra High,4_person,1,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
437,1.164859574363648e+19,[0.55 0.3  0.15],[0.15 0.23 0.55 0.07],0.0,1.0,High,2_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Walking,Nonalcoholic Bars
439,1.2348395939964174e+19,[0.58823529 0.41176471 0.        ],[0.1  0.2  0.55 0.15],0.0,1.0,Low,2_person,0,family_single,Young Adult,Drinking Places,Public_transport,3.0,1,Walking,Nonalcoholic Bars
440,6.818950754168123e+18,[0.45 0.2  0.35],[0.04 0.25 0.66 0.05],1.0,2.0,High,2_person,2,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
441,2.761804874855936e+18,[0.25 0.2  0.55],[0.19 0.21 0.45 0.15],2.0,2.0,Low,7_plus_person,3_plus,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
442,2.998694858865548e+18,[0.21 0.17 0.62],[0.04950495 0.14851485 0.79207921 0.00990099],2.0,2.0,Ultra High,1_person,2,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
443,2.1562685053724431e+18,[0.45 0.35 0.2 ],[0.36 0.06 0.54 0.04],1.0,2.0,Low,4_person,0,nonfamily_single,Young Adult,Drinking Places,Walking,3.0,0,Public_transport,Full-Service Restaurants
444,1.3099439204140046e+19,[0.22 0.36 0.42],[0.23232323 0.02020202 0.63636364 0.11111111],1.0,2.0,Ultra High,3_person,1,married_couple,Adult,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
445,1.1319858213287272e+19,[0.3  0.25 0.45],[0.25 0.1  0.55 0.1 ],1.0,2.0,Debt,2_person,1,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
446,1.1331935659282772e+19,[0.55 0.4  0.05],[0.8  0.15 0.05 0.  ],1.0,1.0,Debt,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Nonalcoholic Bars
447,4.109000353515525e+18,[0.25 0.3  0.45],[0.28282828 0.09090909 0.58585859 0.04040404],2.0,2.0,High,4_person,1,married_couple,Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
448,1.3069455983651418e+19,[0.28 0.2  0.52],[0.3  0.1  0.55 0.05],2.0,0.0,Low,4_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
449,6.736499656130906e+18,[0.2  0.25 0.55],[0.10526316 0.31578947 0.52631579 0.05263158],1.0,0.0,Ultra High,2_person,1,married_couple,Elderly,Drinking Places,Car,3.0,2,Public_transport,Limited-Service Restaurants
451,9.475125359627796e+18,[0.2  0.43 0.37],[0.24 0.08 0.62 0.06],0.0,2.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
452,1.1535057702734838e+18,[0.27 0.31 0.42],[0.15 0.2  0.55 0.1 ],1.0,2.0,Low,4_person,2,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
454,8.194436934544866e+18,[0.15 0.15 0.7 ],[0.1  0.4  0.45 0.05],0.0,2.0,High,2_person,1,family_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
455,8.842508491179645e+18,[0.51 0.39 0.1 ],[0.26 0.16 0.49 0.09],2.0,1.0,High,2_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Nonalcoholic Bars
456,9.739231128529416e+18,[0.25 0.2  0.55],[0.28 0.21 0.44 0.07],0.0,0.0,High,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Limited-Service Restaurants
457,3.1305546695623066e+17,[0.42 0.34 0.24],[0.2  0.05 0.7  0.05],0.0,2.0,Low,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
458,1.5861767411716028e+19,[0.31 0.42 0.27],[0.55 0.12 0.25 0.08],1.0,0.0,Low,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
459,1.152987351304543e+19,[0.45 0.4  0.15],[0.23 0.04 0.72 0.01],0.0,2.0,Low,5_person,0,family_single,Elderly,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
460,1.336976016160483e+19,[0.2  0.36 0.44],[0.3  0.05 0.6  0.05],1.0,1.0,Moderate,3_person,3_plus,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
462,1.0713680585212256e+19,[0.5 0.4 0.1],[0.35 0.05 0.55 0.05],0.0,0.0,Debt,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Limited-Service Restaurants
463,4.2038319413577656e+18,[0.36 0.52 0.12],[0.36 0.08 0.54 0.02],1.0,2.0,Moderate,2_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Full-Service Restaurants
465,1.4366879432100225e+19,[0.48 0.35 0.17],[0.27659574 0.10638298 0.57446809 0.04255319],0.0,2.0,Debt,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
466,1.5325558607576287e+19,[0.35 0.52 0.13],[0.35 0.15 0.45 0.05],1.0,2.0,Moderate,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
467,1.1797546835498422e+19,[0.31 0.56 0.13],[0.35 0.16 0.42 0.07],0.0,3.0,Very High,2_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Drinking Places
468,1.235734129031381e+19,[0.15 0.25 0.6 ],[0.17346939 0.06122449 0.74489796 0.02040816],2.0,0.0,Debt,4_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
469,1.443094992306418e+19,[0.26 0.52 0.22],[0.35 0.05 0.55 0.05],1.0,2.0,Moderate,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
470,8.234796545488628e+17,[0.45 0.35 0.2 ],[0.25 0.05 0.65 0.05],0.0,2.0,Ultra High,1_person,1,living_alone,Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
471,1.299199015614959e+19,[0.4  0.45 0.15],[0.2 0.1 0.6 0.1],2.0,2.0,Moderate,1_person,0,living_alone,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
472,8.365130953151315e+18,[0.12 0.16 0.72],[0.17 0.33 0.32 0.18],1.0,1.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
473,8.509292185480794e+18,[0.3  0.63 0.07],[0.25 0.2  0.45 0.1 ],0.0,0.0,High,3_person,0,family_single,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Limited-Service Restaurants
474,5.785145026274485e+18,[0.27 0.31 0.42],[0.26 0.06 0.65 0.03],0.0,2.0,High,2_person,2,married_couple,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Full-Service Restaurants
475,1.7314780506566408e+19,[0.27 0.41 0.32],[0.20408163 0.07142857 0.71428571 0.01020408],1.0,0.0,High,3_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
476,1.0769309658555945e+19,[0.16 0.29 0.55],[0.28571429 0.08163265 0.59183673 0.04081633],2.0,0.0,High,2_person,1,married_couple,Elderly,Limited-Service Restaurants,Walking,0.0,0,Car,Limited-Service Restaurants
477,9.42070578039079e+18,[0.45 0.35 0.2 ],[0.05 0.25 0.65 0.05],0.0,2.0,Very High,1_person,0,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
478,5.821278009348333e+18,[0.25 0.4  0.35],[0.06 0.21 0.73 0.  ],0.0,2.0,Moderate,2_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
479,6.404588249036687e+18,[0.2  0.25 0.55],[0.07 0.2  0.68 0.05],2.0,2.0,Low,7_plus_person,3_plus,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
480,1.3172002507580092e+19,[0.2  0.35 0.45],[0.3  0.1  0.55 0.05],1.0,2.0,Moderate,3_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
481,1.00235790033692e+19,[0.5  0.35 0.15],[0.26 0.16 0.52 0.06],0.0,1.0,Very High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Nonalcoholic Bars
483,5.088222520104491e+18,[0.15 0.4  0.45],[0.12 0.25 0.55 0.08],1.0,2.0,Ultra High,3_person,2,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
484,5.368439288515402e+18,[0.55 0.35 0.1 ],[0.25 0.3  0.25 0.2 ],1.0,1.0,Low,7_plus_person,1,married_couple,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Nonalcoholic Bars
485,8.634997516883633e+17,[0.25 0.2  0.55],[0.09574468 0.45744681 0.38297872 0.06382979],2.0,2.0,Low,3_person,3_plus,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
486,3.768286449915394e+17,[0.2  0.55 0.25],[0.3  0.1  0.55 0.05],1.0,0.0,Low,2_person,0,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Limited-Service Restaurants
487,1.331253911564686e+19,[0.2 0.3 0.5],[0.25510204 0.05102041 0.66326531 0.03061224],2.0,2.0,Low,2_person,2,married_couple,Elderly,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
488,2.1501716067434903e+18,[0.25 0.45 0.3 ],[0.15 0.07 0.72 0.06],2.0,0.0,Moderate,2_person,1,family_single,Senior,Limited-Service Restaurants,Public_transport,0.0,1,Car,Limited-Service Restaurants
489,5.447306846917746e+18,[0.15 0.5  0.35],[0.55 0.1  0.25 0.1 ],0.0,0.0,Low,7_plus_person,1,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
490,1.4425465327996811e+19,[0.3  0.55 0.15],[0.2  0.35 0.25 0.2 ],0.0,2.0,Low,7_plus_person,3_plus,married_couple,Middle Age,Drinking Places,Car,3.0,2,Walking,Full-Service Restaurants
491,1.2534998917464724e+18,[0.21 0.26 0.53],[0.35 0.15 0.45 0.05],2.0,0.0,Low,1_person,1,living_alone,Elderly,Drinking Places,Public_transport,3.0,1,Car,Limited-Service Restaurants
492,3.3989176929137234e+18,[0.25 0.2  0.55],[0.24242424 0.08080808 0.64646465 0.03030303],0.0,2.0,Low,3_person,2,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
493,6.815090334840889e+18,[0.15 0.25 0.6 ],[0.13 0.28 0.52 0.07],2.0,2.0,Ultra High,2_person,1,married_couple,Middle Age,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
494,1.411405945498585e+19,[0.12 0.33 0.55],[0.05263158 0.26315789 0.57894737 0.10526316],1.0,2.0,Low,6_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
495,9.794789038306036e+18,[0.2 0.3 0.5],[0.38 0.15 0.45 0.02],2.0,0.0,Low,7_plus_person,2,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
496,9.794789038306036e+18,[0.2 0.3 0.5],[0.38 0.15 0.45 0.02],2.0,0.0,Low,7_plus_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
497,9.794789038306036e+18,[0.38 0.52 0.1 ],[0.2815534  0.11650485 0.55339806 0.04854369],1.0,2.0,Low,7_plus_person,2,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
498,9.794789038306036e+18,[0.38 0.52 0.1 ],[0.2815534  0.11650485 0.55339806 0.04854369],1.0,2.0,Low,7_plus_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
499,1.4342257163864224e+19,[0.6  0.25 0.15],[0.3  0.05 0.6  0.05],0.0,2.0,Debt,1_person,0,living_alone,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
500,7.497452163390665e+18,[0.2  0.25 0.55],[0.09 0.24 0.64 0.03],2.0,2.0,Moderate,3_person,3_plus,family_single,Elderly,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
501,1.2453028187981857e+19,[0.18 0.27 0.55],[0.16 0.42 0.37 0.05],2.0,1.0,Low,2_person,1,family_single,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
502,1.3871484606223254e+19,[0.13 0.42 0.45],[0.25 0.15 0.57 0.03],2.0,2.0,Very High,2_person,2,nonfamily_single,Senior,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
503,1.4533337219897584e+19,[0.35 0.43 0.22],[0.56 0.12 0.24 0.08],0.0,0.0,Debt,3_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Limited-Service Restaurants
504,1.3244948875276954e+19,[0.38 0.22 0.4 ],[0.16 0.26 0.53 0.05],2.0,0.0,Low,4_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
505,1.7997258047260994e+19,[0.25 0.3  0.45],[0.15 0.23 0.56 0.06],2.0,1.0,High,2_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Nonalcoholic Bars
506,5.526285112861654e+18,[0. 1. 0.],[0.2  0.05 0.7  0.05],1.0,2.0,Debt,2_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
507,1.4258630902945112e+19,[0.45 0.4  0.15],[0.3 0.1 0.5 0.1],1.0,0.0,Moderate,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Limited-Service Restaurants
508,1.1609926845894304e+19,[0.2 0.2 0.6],[0.25510204 0.10204082 0.6122449  0.03061224],1.0,1.0,Very High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
509,2.40167977233353e+18,[0.32 0.38 0.3 ],[0.27272727 0.06060606 0.64646465 0.02020202],1.0,2.0,Moderate,2_person,1,married_couple,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
510,1.459272950206903e+19,[0.45 0.55 0.  ],[0. 0. 0. 1.],0.0,3.0,Ultra High,1_person,0,living_alone,Elderly,Drinking Places,Public_transport,3.0,1,Walking,Drinking Places
511,1.070384170776155e+19,[0.12 0.52 0.36],[0.20512821 0.05128205 0.71794872 0.02564103],1.0,2.0,Moderate,7_plus_person,3_plus,nonfamily_single,Middle Age,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
512,8.757313445905705e+18,[0.25 0.1  0.65],[0.26 0.12 0.56 0.06],0.0,0.0,Ultra High,2_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Walking,Limited-Service Restaurants
514,6.230123930291166e+18,[0.25 0.2  0.55],[0.17 0.42 0.23 0.18],0.0,1.0,Low,4_person,1,family_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Nonalcoholic Bars
515,3.419940211872771e+18,[0.54 0.37 0.09],[0.3  0.1  0.55 0.05],1.0,0.0,Debt,2_person,1,family_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Limited-Service Restaurants
516,6.45371517723444e+18,[0.45 0.35 0.2 ],[0.3  0.1  0.55 0.05],1.0,1.0,Debt,1_person,1,living_alone,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
517,1.7281171565040624e+19,[0.45 0.35 0.2 ],[0.08 0.21 0.64 0.07],0.0,2.0,High,2_person,2,family_single,Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
518,1.2687226970368907e+19,[0.27 0.35 0.38],[0.28 0.12 0.45 0.15],0.0,2.0,Very High,2_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Walking,Full-Service Restaurants
519,1.456480595828507e+19,[0.4 0.6 0. ],[0.26 0.09 0.62 0.03],0.0,1.0,Low,1_person,0,living_alone,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Nonalcoholic Bars
520,5.44874898832929e+18,[0.3  0.25 0.45],[0.25 0.12 0.55 0.08],0.0,1.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Walking,Nonalcoholic Bars
521,9.567732147653874e+18,[0.25 0.1  0.65],[0.31 0.12 0.54 0.03],2.0,2.0,Low,4_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
522,2.647108892680757e+18,[0.18 0.26 0.56],[0.32978723 0.15957447 0.46808511 0.04255319],2.0,2.0,Very High,1_person,1,living_alone,Senior,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
523,1.7646562909432492e+19,[0.45 0.2  0.35],[0.27 0.12 0.58 0.03],1.0,1.0,Moderate,3_person,3_plus,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Nonalcoholic Bars
524,1.1792159070793753e+19,[0.21 0.27 0.52],[0.37 0.12 0.49 0.02],2.0,2.0,Low,2_person,2,nonfamily_single,Senior,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
525,4.34881052164021e+18,[0.65 0.15 0.2 ],[0.23 0.06 0.67 0.04],0.0,3.0,Debt,3_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Drinking Places
526,1.047912553685738e+19,[0.36 0.52 0.12],[0.35 0.25 0.27 0.13],1.0,0.0,Debt,4_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Limited-Service Restaurants
527,6.564575443818343e+18,[0.5 0.3 0.2],[0.27 0.13 0.53 0.07],0.0,2.0,High,3_person,1,married_couple,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
528,2.8023743310002903e+18,[0.2 0.3 0.5],[0.35 0.05 0.55 0.05],1.0,1.0,Moderate,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Nonalcoholic Bars
530,1.346608116275231e+19,[0.26 0.16 0.58],[0.25 0.1  0.6  0.05],0.0,2.0,High,4_person,3_plus,nonfamily_single,Adult,Drinking Places,Car,3.0,2,Walking,Full-Service Restaurants
532,2.2966528365600911e+18,[0.45 0.15 0.4 ],[0.22916667 0.11458333 0.60416667 0.05208333],2.0,0.0,Low,2_person,1,family_single,Middle Age,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
533,1.7500896878050566e+19,[0.1  0.25 0.65],[0.35 0.15 0.45 0.05],2.0,2.0,Debt,5_person,3_plus,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
534,1.800440041772803e+19,[0.55 0.25 0.2 ],[0.16 0.26 0.52 0.06],0.0,0.0,Moderate,1_person,0,living_alone,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
535,1.5327880857426223e+19,[0.15 0.25 0.6 ],[0.26315789 0.10526316 0.57894737 0.05263158],2.0,2.0,Ultra High,3_person,1,married_couple,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
536,1.6716414529950618e+19,[0.5  0.35 0.15],[0.2826087  0.22826087 0.39130435 0.09782609],0.0,2.0,Low,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
537,8.493779433336756e+18,[0.27 0.28 0.45],[0.26262626 0.08080808 0.62626263 0.03030303],2.0,0.0,Low,7_plus_person,1,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
538,1.36948152453913e+19,[0.2  0.35 0.45],[0.22 0.43 0.29 0.06],0.0,1.0,Moderate,3_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Nonalcoholic Bars
539,2.116732395446721e+18,[0.2 0.1 0.7],[0.25 0.05 0.66 0.04],0.0,2.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
540,1.1323331029391686e+19,[0.2  0.35 0.45],[0.42 0.19 0.24 0.15],2.0,0.0,Low,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Public_transport,1.0,1,Car,Limited-Service Restaurants
541,1.2726284530613225e+18,[0.25 0.15 0.6 ],[0.12 0.2  0.62 0.06],1.0,2.0,Low,3_person,1,married_couple,Middle Age,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
543,9.162227507645188e+18,[0.25 0.2  0.55],[0.21 0.04 0.72 0.03],2.0,3.0,Low,5_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Car,Drinking Places
544,3.266887977617261e+18,[0.42 0.33 0.25],[0.26 0.05 0.68 0.01],0.0,2.0,Low,6_person,0,nonfamily_single,Elderly,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
545,7.948381969062271e+18,[0.17 0.28 0.55],[0.10526316 0.15789474 0.68421053 0.05263158],2.0,0.0,Moderate,2_person,1,nonfamily_single,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Limited-Service Restaurants
546,1.204179147352782e+19,[0.25 0.3  0.45],[0.3 0.1 0.5 0.1],2.0,2.0,Low,5_person,2,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
547,6.226546723141329e+18,[0.25 0.45 0.3 ],[0.22 0.17 0.43 0.18],2.0,2.0,Moderate,7_plus_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
